frequency,callsign,city,sp,antenna_type,erp,lat,lon,class,slogan,haat,owner,format,market
102.9,W275DF,CLEVELAND,OH,NDIR,0.05,41.39355555555556,81.65436111111111,D,1420 THE ANSWER,,SALEM COMMUNICATIONS HOLDING CORPORATION,Talk,
102.9,W275DG,JEFFERSON,OH,NDIR,0.215,40.780277777777776,81.935,D,GLORY RADIO,70.6,"SOARING EAGLE PROMOTIONS, INC.",Southern Gospel,
105.9,WDOG-LP,NEW PHILADELPHIA,OH,NDIR,0.1,40.4975,81.46833333333333,LP100,BIG DOG RADIO 105.9,-9.0,Bad Dog Radio,Rock,
95.9,WIOH-LP,Wilmington,OH,NDIR,0.027,39.41111111111111,83.8425,LP100,,57.0,Clinton County Amateur Radio Association,Talk,
98.3,WLGN-FM,LOGAN,OH,NDIR,6.0,39.528666666666666,82.3848888888889,A,98.3 WLGN,67.0,WLGN Radio Company,Classic Hits,
102.9,WVWO-LP,Van Wert,OH,NDIR,0.1,40.87222222222222,84.58888888888889,LP100,REWIND 102-9,12.0,CROCKER MEDIA GROUP LLC,Classic Hits,
103.1,WWLA,JOHNSTOWN,OH,NDIR,1.6,40.228944444444444,82.65983333333334,A,LA MEGA 103.1,135.0,LAZO MEDIA LLC,Regional Mexican,
104.5,W283BL,MALTA,OH,NDIR,0.045,39.643388888888886,81.85788888888888,D,BIBLE BROADCASTING NETWORK,39.3,BELPRE EDUCATIONAL BROADCASTING FOUNDATION,Religious Teaching,
91.9,WKCO,GAMBIER,OH,NDIR,0.265,40.373666666666665,82.39569444444444,A,,58.0,KENYON COLLEGE,Variety,
88.1,W201DP,ASHTABULA,OH,NDIR,0.038,41.86419444444444,80.78488888888889,D,WYSU 88.5,,YOUNGSTOWN STATE UNIVERSITY,Classical/News,
88.3,W202AW,SANDUSKY,OH,NDIR,0.12,41.399499999999996,82.65183333333334,D,BIBLE BROADCASTING NETWORK,29.0,"BIBLE BROADCASTING NETWORK, INC.",Religious Teaching,
88.3,W202CE,COSHOCTON,OH,NDIR,0.25,40.27033333333333,81.85983333333333,D,CLASSICAL 101,-15.2,OHIO STATE UNIVERSITY,Classical,
88.7,W204CQ,PIKETON,OH,NDIR,0.01,39.035888888888884,83.06349999999999,D,K-LOVE,150.7,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
88.7,W204CU,FINDLAY,OH,NDIR,0.027,40.9995,83.61574999999999,D,AMERICAN FAMILY RADIO,,"Soaring Eagle Promotions, Inc.",Religious Teaching,
89.1,W206BX,FREMONT,OH,DRL,0.055,41.366166666666665,83.08880555555555,D,YES FM,,"SIDE BY SIDE, INC.",Christian Rock,
89.1,W206CH,HINCKLEY,OH,NDIR,0.01,41.24433333333334,81.69805555555556,D,K-LOVE,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Cleveland
89.3,W207CC,NEW PHILADELPHIA,OH,NDIR,0.027,40.483111111111114,81.47594444444445,D,BIBLE BROADCASTING NETWORK,67.0,"BIBLE BROADCASTING NETWORK, INC.",Religious Teaching,
89.9,W210BG,ASHLAND,OH,DRL,0.08,40.840611111111116,82.35711111111111,D,BIBLE BROADCASTING NETWORK,,"BIBLE BROADCASTING NETWORK, INC.",Religious Teaching,
90.1,W211BT,ATHENS,OH,NDIR,0.038,39.31122222222222,82.11952777777778,D,RADIO U,,"Board of Education, Akron City School District",Christian Rock,
90.3,W212BM,JACKSON,OH,NDIR,0.038,39.02311111111111,82.66125000000001,D,ST. GABRIEL RADIO,74.0,EDUCATIONAL MEDIA FOUNDATION,Religious Teaching,
90.7,W214CD,WADSWORTH,OH,NDIR,0.01,41.06477777777778,81.58288888888889,D,K-LOVE,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Akron
90.9,W215BC,STEUBENVILLE,OH,DRL,0.01,40.35172222222222,80.65619444444445,D,REJOICE RADIO,,"PRIORITY RADIO, INC.",Religious Teaching,
91.1,W216AH,ASHLAND,OH,NDIR,0.25,40.853944444444444,82.2785,D,RISE FM,-0.7,"SOARING EAGLE PROMOTIONS, INC.",Contemporary Christian,
91.1,W216AU,MARTINS FERRY,OH,NDIR,0.019,40.10977777777778,80.72755555555555,D,AMERICAN FAMILY RADIO,51.0,AMERICAN FAMILY ASSOCIATION,Religious Teaching,Wheeling
91.5,W218BL,WILLARD,OH,NDIR,0.055,41.035333333333334,82.70877777777778,D,TOTAL PRAISE - WVMC-FM,24.9,"BIBLE BROADCASTING NETWORK, INC.",Contemporary Christian,
91.5,W218CP,WOOSTER,OH,NDIR,0.038,40.82811111111111,81.87041666666666,D,BIBLE BROADCASTING NETWORK,51.3,"BIBLE BROADCASTING NETWORK, INC.",Religious Teaching,
91.7,W219AZ,GALLIPOLIS,OH,DRL,0.05,38.80533333333333,82.22652777777778,D,MOODY RADIO,60.0,THE MOODY BIBLE INSTITUTE OF CHICAGO,Religious Teaching,
91.7,W219DS,FINDLAY,OH,NDIR,0.027,41.069500000000005,83.62716666666665,D,K-LOVE,84.3,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
92.3,W222CE,COSHOCTON,OH,NDIR,0.1,40.25227777777778,81.87538888888888,D,CLEAN AIR CHRISTIAN RADIO NETWORK,,CLYDE EDUCATIONAL BROADCASTING FOUNDATION,Religious Teaching,
92.5,W223CF,MANSFIELD,OH,NDIR,0.038,40.722,82.531,D,RADIO U,,"SPIRIT COMMUNICATIONS, INC.",Christian Rock,
92.7,W224BO,WEST UNION,OH,NDIR,0.01,38.785333333333334,83.54655555555556,D,ST. GABRIEL RADIO,107.3,EDUCATIONAL MEDIA FOUNDATION,Religious Teaching,
92.7,W224BR,CHILLICOTHE,OH,DRL,0.25,39.33116666666667,82.99683333333333,D,,,iHeartMedia,Talk,
92.7,W224CD,PARMA,OH,DRL,0.099,41.38283333333333,81.70180555555555,D,AIR 1,278.9,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Cleveland
92.9,W225AM,TOLEDO,OH,NDIR,0.144,41.647,83.60494444444444,D,NEWS RADIO 1370/92.9 WSPD,,EDUCATIONAL MEDIA FOUNDATION,Talk/Sports,Toledo
92.9,W225CM,DELAWARE,OH,DRL,0.25,40.299166666666665,83.04583333333333,D,CD 92.9,,"DELMAR COMMUNICATIONS, INC.",Adult Alternative,"Columbus, OH"
92.9,W225CS,COLUMBUS,OH,DRL,0.25,39.96113888888889,83.00083333333333,D,CD 92.9,,"ICS COMMUNICATIONS, INC.",Adult Alternative,"Columbus, OH"
92.9,W225DG,NORWALK,OH,DRL,0.24,41.28033333333333,82.65711111111112,D,92.9 WLKR CLASSIC,,ELYRIA-LORAIN BROADCASTING CO.,Classic Hits,
93.3,W227BJ,TIFFIN,OH,NDIR,0.25,41.112972222222226,83.18052777777778,D,OLDIES WTTF AM 1600 & FM 93.3,,"BAS BROADCASTING, INC.",Oldies,
93.5,W228EL,AKRON,OH,DRL,0.25,41.06477777777778,81.58288888888889,D,SOFT HITS 93.5,,"RUBBER CITY RADIO GROUP, INC.",Soft AC,Akron
93.5,W228EN,SANDUSKY,OH,DRL,0.25,41.33097222222222,82.59902777777778,D,WLEC 1450,,"BAS BROADCASTING, INC.",Adult Standards,
94.1,W231AJ,FINDLAY,OH,NDIR,0.05,41.02311111111111,83.65633333333334,D,THE CLEAN AIR RADIO NETWORK,47.0,CLYDE EDUCATIONAL BROADCASTING FOUND,Religious Teaching,
94.1,W231AZ,SIDNEY,OH,NDIR,0.027,40.33727777777778,84.13077777777777,D,K-LOVE,81.8,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
94.1,W231BY,BELLEFONTAINE,OH,NDIR,0.01,40.37061111111111,83.72719444444445,D,K-LOVE,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
94.1,W231CQ,ATHENS,OH,NDIR,0.013,39.355361111111115,82.09069444444444,D,K-LOVE,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
94.1,W231EF,TOLEDO,OH,DRL,0.14,41.64686111111111,83.60491666666667,D,RELEVANT RADIO,,"Relevant Radio, Inc.",Religious Teaching,Toledo
94.1,W231EG,COLUMBUS,OH,DRL,0.25,39.971111111111114,83.02777777777777,D,STAR 94.1,,"NORTH AMERICAN BROADCASTING COMPANY, INC.",Adult Contemporary,"Columbus, OH"
94.3,W232CM,WAUSEON,OH,DRL,0.13,41.55811111111111,84.1855,D,THE BUCK,,"NOBCO, INC.",Country,Toledo
94.3,W232CQ,CAMBRIDGE,OH,NDIR,0.013,39.96841666666667,81.51844444444444,D,CHRISTIAN INFORMATION RADIO,,"VCY AMERICA, INC.",Religious Teaching,
94.5,W233AK,ZANESVILLE,OH,NDIR,0.003,39.94866666666666,81.96319444444445,D,105.9 & 94.5 THE MIX,60.0,"PERRY COUNTY BROADCASTING COMPANY,INC.",Hot AC,
94.5,W233BG,CINCINNATI,OH,DRL,0.099,39.11644444444445,84.50188888888889,D,,235.8,iHeartMedia,Talk,Cincinnati
94.5,W233CE,CANTON,OH,NDIR,0.21,40.83422222222222,81.43011111111112,D,LIVING BREAD RADIO,,"LIVING BREAD RADIO, INC.",Religious Teaching,Canton
94.5,W233CG,CLEVELAND,OH,DRL,0.25,41.513333333333335,81.60111111111111,D,PRAISE 94.5,,"Blue Chip Broadcasting Licenses, Ltd.",Urban Gospel,Cleveland
94.7,W234CH,GIRARD,OH,DRL,0.16,41.0565,80.64527777777778,D,STAR 94.7,,Bloom Broadcasting LLC,Urban AC,Youngstown-Warren
94.7,W234CX,MANSFIELD,OH,NDIR,0.038,40.79061111111111,82.50627777777778,D,NPR & CLASSICAL MUSIC,,KENT STATE UNIVERSITY,News/Talk/Classical,
94.7,W234DO,PAINESVILLE,OH,NDIR,0.05,41.73961111111111,81.23480555555555,D,,,"RADIO ADVANTAGE ONE, LLC",Gospel Music,Cleveland
94.9,W235BH,PERRYSBURG,OH,NDIR,0.099,41.647,83.60494444444444,D,94.9 THE BEAT,,iHeartMedia,Rhythm And Blues,Toledo
94.9,W235BX,Toronto,OH,DRL,0.05,40.44522222222222,80.62777777777777,D,RIVER TALK 94.9 - 100.9 - 1430,36.0,"FM Radio Licenses, LLC",Talk/Sports,
95.3,W237FL,CINCINNATI,OH,NDIR,0.002,39.10219444444444,84.52511111111112,D,WDJO 99.5 FM/107.9 FM/1480 AM,,"MUSTANG MEDIA, INC.",Oldies,Cincinnati
95.5,W238BJ,AUBURN,OH,NDIR,0.07,39.35305555555556,84.32888888888888,D,AIR1,114.9,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Cincinnati
95.5,W238CX,FINDLAY,OH,NDIR,0.25,41.02311111111111,83.65633333333334,D,WFIN 1330 - 95.5,,"BLANCHARD RIVER BROADCASTING COMPANY, INC.",Talk/Sports,
95.7,W239AZ,ASHLAND,OH,NDIR,0.08,40.86088888888889,82.27961111111111,D,NPR & CLASSICAL MUSIC,22.1,KENT STATE UNIVERSITY,News/Talk/Classical,
95.7,W239CQ,PORTSMOUTH,OH,NDIR,0.25,38.722861111111115,82.99877777777778,D,SPORTSMOUTH 1260,,"Total Media Group, Inc.",Sports,Huntington-Ashland
95.9,W240CX,COLUMBUS,OH,NDIR,0.099,39.93727777777777,83.02102777777777,D,95.9 THE FISH,209.0,"SALEM MEDIA OF OHIO, INC.",Christian Rock,"Columbus, OH"
95.9,W240DZ,WAVERLY,OH,NDIR,0.25,39.215611111111116,82.9785,D,OHIO`S GOSPEL GIANT,,"Total Media Group, Inc.",Southern Gospel,
96.5,W243DP,BRYAN,OH,NDIR,0.25,41.47811111111111,84.57827777777777,D,THE Q 96.5,,"IMPACT RADIO, LLC",Classic Hits,
96.7,W244DV,MARYSVILLE,OH,DRL,0.25,40.261694444444444,83.27336111111111,D,MY 96.7,,"DELMAR COMMUNICATIONS, INC.",Classic Hits,"Columbus, OH"
96.9,W245AJ,FOREST PARK,OH,DRL,0.25,39.11644444444445,84.50188888888889,D,K-LOVE,226.8,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Cincinnati
96.9,W245CY,CLEVELAND,OH,DRL,0.04,41.442277777777775,81.49122222222222,D,THE WORD,,SALEM COMMUNICATIONS HOLDING CORPORATION,Religious Teaching,Cleveland
97.1,W246CQ,DAYTON,OH,NDIR,0.01,39.569750000000006,84.18616666666667,D,AIR1,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Cincinnati
97.3,W247BL,MANSFIELD,OH,DRL,0.25,40.76394444444445,82.61766666666666,D,97.3 THE SPUR,151.1,GSM MEDIA CORPORATION,Country,
97.3,W247DR,ATHENS,OH,NDIR,0.25,39.35505555555556,82.09208333333333,D,MIX 97.3,94.1,"Total Media Group, Inc.",Adult Contemporary,
97.5,W248BT,FINDLAY,OH,NDIR,0.038,41.069500000000005,83.62716666666665,D,NEW VISION FM,62.3,"KAYSER BROADCAST MINISTRIES, INC.",Contemporary Christian/Religious Teaching,
97.7,W249EE,WARREN,OH,DRL,0.035,41.056555555555555,80.64536111111111,D,REAL TALK 1540 WYOH,,"SAGITTARIUS COMMINCATIONS, LLC",Talk,Youngstown-Warren
98.1,W251BC,PIQUA,OH,DRL,0.25,40.14033333333333,84.26855555555555,D,CLASSIC HITS 1570,,"MUZZY BROADCASTING, LLC",Classic Hits,Dayton
98.3,W252AY,MARBLE CLIFF,OH,DRL,0.25,40.01427777777778,82.98863888888889,D,,14.6,The Neighborhood Network,Variety,"Columbus, OH"
98.5,W253CF,ZANESVILLE,OH,NDIR,0.25,39.96366666666667,81.96372222222223,D,NASH ICON 107.9 & 98.5,,"AVC COMMUNICATIONS, INC.",Country,
98.5,W253CM,LIMA,OH,NDIR,0.25,40.74019444444445,84.10558333333333,D,98.5 THE LEGEND,,WOOF BOOM RADIO OF LIMA LLC,Country,Lima-Van Wert
98.7,W254BA,DAYTON,OH,DRL,0.25,39.825694444444444,84.14972222222222,D,THE SOUL OF DAYTON,,BRADLEE J. BEER,Urban Oldies,Dayton
98.7,W254BJ,SPRINGFIELD,OH,NDIR,0.01,39.961666666666666,83.86805555555554,D,RADIO U,,"SPIRIT COMMUNICATIONS, INC.",Christian Rock,Dayton
98.7,W254CD,FINDLAY,OH,NDIR,0.049,41.07169444444445,83.66075000000001,D,GOOD NEWS RADIO,55.0,"ASSOCIATED CHRISTIAN BROADCASTERS, INC.",Religious Teaching,
98.7,W254CT,NEWARK,OH,NDIR,0.25,40.033944444444444,82.40208333333334,D,,,WCLT RADIO INC.,Soft AC,"Columbus, OH"
98.9,W255CW,LORAIN,OH,NDIR,0.09,41.430027777777774,82.15180555555555,D,KOOL KAT OLDIES 98.9 FM / 1380 AM,,"WDLW RADIO, INC.",Oldies,Cleveland
99.1,W256BT,CLEVELAND,OH,DRL,0.25,41.38388888888889,81.69527777777778,D,THROWBACK 99.1,253.9,iHeartMedia,Rhythmic Oldies,Cleveland
99.3,W257AB,MARION,OH,NDIR,0.05,40.58213888888889,83.12741666666666,D,104.9 THE RIVER,56.0,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
99.3,W257CU,COLUMBUS,OH,DRL,0.085,39.93727777777777,83.02102777777777,D,AIR1,233.0,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,"Columbus, OH"
99.3,W257CV,BUTLER,OH,DRL,0.25,40.76394444444445,82.61766666666666,D,99.3 THE LIGHT,157.1,GSM MEDIA CORPORATION,Contemporary Christian,
99.3,W257EQ,LOGAN,OH,NDIR,0.25,39.52894444444444,82.45347222222223,D,THE WOLF,,WLOH RADIO COMPANY,Country,
99.5,W258AI,DAYTON,OH,NDIR,0.08,39.73588888888889,84.1696388888889,D,FLYER RADIO,31.8,UNIVERSITY OF DAYTON,Adult Alternative,Dayton
99.5,W258BT,PERRYSBURG,OH,DRL,0.25,41.61672222222222,83.62133333333333,D,CSN INTERNATIONAL,,CSN INTERNATIONAL,Religious Teaching,Toledo
99.5,W258CE,FINDLAY,OH,NDIR,0.25,41.03561111111111,83.643,D,FAMILY FRIENDLY - COMMERCIAL FREE,27.4,"TAYLOR UNIVERSITY BROADCASTING, INC.",Contemporary Christian/Religious Teaching,
99.5,W258CI,CINCINNATI,OH,DRL,0.15,39.10505555555556,84.55688888888889,D,WDJO 99.5 FM/107.9 FM/1480 AM,,KEVIN J. YOUNGERS,Oldies,Cincinnati
99.7,W259BW,CANTON,OH,DRL,0.25,40.82277777777778,81.42777777777778,D,99.7 CANTON'S NEW COUNTRY,,iHeartMedia,Country,Canton
99.7,W259DI,YOUNGSTOWN,OH,DRL,0.2,41.0565,80.64527777777778,D,,,KINGSTRUST LLC,Religious Teaching,Youngstown-Warren
99.9,W260DF,ATHENS,OH,DRL,0.028,39.340333333333334,82.10125,D,,,"Total Media Group, Inc.",Sports,
100.3,W262BG,XENIA,OH,NDIR,0.25,39.71505555555556,83.92991666666667,D,REAL ROOTS RADIO,89.2,"TOWN AND COUNTRY BROADCASTING, INC.",Country,Dayton
100.3,W262DC,CELINA,OH,NDIR,0.25,40.55291666666666,84.51725,D,WE DO IT FOR YOU,,"Buzzards Media, LLC",Adult Standards,Lima-Van Wert
100.3,W262DM,ELYRIA,OH,DRL,0.025,41.2695,82.00430555555556,D,WEOL AM 930 - 100.3 FM,,ELYRIA-LORAIN BROADCASTING CO.,News/Talk/Sports,Cleveland
100.5,W263AX,CIRCLEVILLE,OH,NDIR,0.075,39.51811111111111,83.02047222222222,D,RADIO U,42.6,"Spirit Communications, Inc.",Christian CHR,"Columbus, OH"
100.7,W264AK,TOLEDO,OH,NDIR,0.082,41.647,83.60494444444444,D,THE TICKET,108.1,Cumulus Media,Sports,Toledo
100.7,W264BW,NORWOOD,OH,DRL,0.25,39.11638888888889,84.50194444444445,D,THE LUNATIC FRINGE OF AMERICAN FM,235.7,EDUCATIONAL MEDIA FOUNDATION,Rock,Cincinnati
100.9,W265DJ,MOUNT VERNON,OH,NDIR,0.25,40.404444444444444,82.43794444444445,D,,,"BAS BROADCASTING, INC.",Unknown,
100.9,W265DL,DOVER-NEW PHILADELPH,OH,NDIR,0.25,40.51283333333333,81.45677777777779,D,WJER 1450 AM AND 100.9 FM,,"WJER, LLC",Adult Contemporary,
101.1,W266BG,DAYTON,OH,DRL,0.099,39.73394444444445,84.248,D,THE EAGLE 95.3-101.1,,BRADLEE J BEER,Classic Rock,Dayton
101.1,W266CJ,BEACHWOOD,OH,DRL,0.25,41.442277777777775,81.49122222222222,D,,,"iHM Licenses, LLC",Rock,Cleveland
101.3,W267CQ,MARIETTA,OH,DRL,0.25,39.41925,81.47622222222222,D,WMOA LOCAL RADIO 1490 - 101.3,,"JAWCO, INC.",Soft AC,
101.5,W268CC,HILLSBORO,OH,NDIR,0.25,39.16611111111111,83.60694444444444,D,HILLSBORO'S OWN,,iHeartMedia,Classic Hits,
101.5,W268CM,CINCINNATI,OH,NDIR,0.099,39.122,84.54772222222222,D,LA GRANDE 101.5,,"BLUE CHIP BROADCASTING LICENSES, LTD.",Regional Mexican,Cincinnati
101.5,W268CO,WILLOUGHBY,OH,NDIR,0.25,41.591722222222224,81.35094444444444,D,INTEGRITY RADIO 101.5 FM-1330 AM,,SPIRIT BROADCASTING LLC,Talk,Cleveland
101.9,W270AP,MARION,OH,NDIR,0.12,40.58838888888889,83.13738888888889,D,HOPE 100.7,36.7,WORLD EVANGELISTIC ENTERPRISE CORPORATION,Contemporary Christian,
101.9,W270CI,UHRICHSVILLE,OH,NDIR,0.25,40.42388888888889,81.36277777777777,D,THE TUSK,,WBTC Radio LLC,Classic Hits,
101.9,W270CL,FOSTORIA,OH,NDIR,0.055,41.153638888888885,83.42630555555556,D,NEW VISION FM,52.6,"KAYSER BROADCAST MINISTRIES, INC.",Contemporary Christian/Religious Teaching,
101.9,W270DW,CIRCLEVILLE,OH,DRL,0.25,39.61972222222222,82.87333333333332,D,THE WOLF,,WLOH Radio Company,Country,"Columbus, OH"
102.1,W271AO,MOUNT VERNON,OH,NDIR,0.055,40.37083333333334,82.46805555555555,D,RADIO U,38.4,"SPIRIT COMMUNICATIONS, INC.",Christian CHR + Rock,
102.3,W272BY,CINCINNATI,OH,DRL,0.087,39.11644444444445,84.50188888888889,D,102.3 THE BEAT,,iHeartMedia,Urban Contemporary,Cincinnati
102.3,W272DR,DREXEL,OH,DRL,0.1,39.74025,84.28766666666667,D,THE REAL RHYTHM OF THE CITY,,"JOHNSON BROADCAST PROPERTIES, INC.",Urban AC,Dayton
102.3,W272EE,ZANESVILLE,OH,DRL,0.25,39.92833333333333,81.98527777777778,D,WHIZ 1240 AM - THE VOICE,,"Marquee Broadcasting Ohio, Inc.",Talk/Sports,
102.3,W272EI,YOUNGSTOWN,OH,DRL,0.099,41.08016666666667,80.64011111111112,D,LOUD 102.3,,OVER/UNDER LLC,Rhythmic CHR,Youngstown-Warren
102.5,W273BL,AKRON,OH,NDIR,0.074,41.06477777777778,81.58288888888889,D,AIR1,279.0,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Akron
102.5,W273BQ,DAYTON,OH,NDIR,0.027,39.88027777777778,84.06555555555555,D,RADIO U,72.2,"SPIRIT COMMUNICATIONS, INC.",Christian CHR + Rock,Dayton
102.7,W274CG,COSHOCTON,OH,NDIR,0.25,40.275083333333335,81.82708333333333,D,TODAY`S COUNTRY,,COSHOCTON BROADCASTING COMPANY,Country,
102.9,W275CT,SOMERSET,OH,DRL,0.25,39.728861111111115,82.22305555555556,D,THE WOLF,,WLOH RADIO COMPANY,Country,
103.1,W276DD,CINCINNATI,OH,DRL,0.075,39.11644444444445,84.50188888888889,D,INSPIRATION 1050/103.1,,"RADIO BY GRACE, INC.",Urban Gospel,Cincinnati
103.3,W277AO,ENON,OH,DRL,0.25,39.892833333333336,83.91550000000001,D,K-LOVE,,,Contemporary Christian,Dayton
103.3,W277BI,TOLEDO,OH,NDIR,0.16,41.644666666666666,83.70516666666667,D,SMILE FM MICHIGAN'S POSITIVE HITS,,"Toledo FM, LLC",Contemporary Christian,Toledo
103.3,W277BV,ZANESVILLE,OH,NDIR,0.019,39.93936111111111,82.03677777777777,D,RADIO U,89.7,Strong Tower Christian Media,Christian CHR + Rock,
103.3,W277CX,LOGAN,OH,NDIR,0.25,39.52861111111111,82.385,D,103.3 LGN FM,,WLGN Radio Company,Classic Hits,
103.7,W279BB,URBANA,OH,NDIR,0.013,40.051111111111105,83.76972222222223,D,K-LOVE,78.4,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
103.7,W279BR,GREENVILLE,OH,NDIR,0.12,40.091166666666666,84.63994444444445,D,K-LOVE,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
103.7,W279BT,CLEVELAND,OH,NDIR,0.25,41.442277777777775,81.49122222222222,D,K-LOVE,188.6,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Cleveland
103.7,W279CE,MIDDLEPORT,OH,NDIR,0.23,39.058416666666666,82.04180555555556,D,,99.5,"Total Media Group, Inc.",Sports,
103.9,W280FL,EAST LIVERPOOL,OH,DRL,0.18,40.629777777777775,80.60202777777778,D,99 THE PICKLE CLASSIC HITS,,Forever Media,Classic Hits,
103.9,W280FZ,NELSONVILLE,OH,DRL,0.25,39.460638888888894,82.21902777777778,D,AREA INSPIRATION STATION,,"NELSONVILLE TV CABLE, INC.",Soft Christian Contemporary,
104.1,W281AL,HARBOR VIEW,OH,NDIR,0.019,41.71438888888889,83.50616666666667,D,K-LOVE,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Toledo
104.3,W282CD,DAYTON,OH,NDIR,0.25,39.82563888888889,84.14977777777779,D,TRI-STATES POWER & LIGHT STATION,,"L & D BROADCASTERS, INC.,",Southern Gospel/Religious Teaching,Dayton
104.3,W282CF,VAN WERT,OH,NDIR,0.25,40.872277777777775,84.55355555555555,D,UNFORGETTABLE 1220,,"FIRST FAMILY BROADCASTING, INC.",Adult Standards,Lima-Van Wert
104.5,W283BO,LANCASTER,OH,NDIR,0.25,39.73588888888889,82.59736111111111,D,THE WOLF,,WLOH RADIO COMPANY,Country,
104.5,W283CL,COLUMBUS,OH,DRL,0.25,39.93727777777777,83.02102777777777,D,THE WORD 880 - 104.5 FM WRFD,,"SALEM MEDIA OF OHIO, INC.",Religious Teaching,"Columbus, OH"
104.7,W284CH,NEWARK,OH,NDIR,0.25,40.033944444444444,82.40208333333334,D,104.7 THE BIG LICK,,WCLT RADIO INC.,Rock,"Columbus, OH"
105.1,W286AB,KENTON,OH,NDIR,0.05,40.64252777777778,83.58574999999999,D,GOOD NEWS RADIO,40.0,"ASSOCIATED CHRISTIAN BROADCASTERS, INC.",Religious Teaching,Lima-Van Wert
105.3,W287CL,LANCASTER,OH,NDIR,0.25,39.73588888888889,82.59736111111111,D,93.3 THE BUS,,EDUCATIONAL MEDIA FOUNDATION,Adult Hits,
105.3,W287CP,COLUMBUS,OH,DRL,0.099,39.971111111111114,83.02777777777777,D,THROWBACK 105.3,,iHeartMedia,Classic Hip-Hop,"Columbus, OH"
105.3,W287CZ,JACKSON,OH,NDIR,0.25,39.02925,82.59738888888889,D,FOX SPORTS 1330 AND 105.3 FM,,"Total Media Group, Inc.",Sports,
105.3,W287DQ,CLEVELAND,OH,NDIR,0.18,41.44725,81.59066666666666,D,AIR 1,,"RADIO.COM, LLC",Contemporary Christian,Cleveland
105.5,W288CT,NEWARK,OH,NDIR,0.055,40.05116666666667,82.47488888888888,D,RADIO U,,"SPIRIT COMMUNICATIONS, INC.",Christian CHR + Rock,"Columbus, OH"
105.5,W288DJ,EATON,OH,NDIR,0.25,39.74838888888889,84.58383333333333,D,REAL ROOTS RADIO,,"TOWN AND COUNTRY BROADCASTING, INC.",Country,Dayton
105.7,W289CP,FOSTORIA,OH,NDIR,0.25,41.15783333333333,83.41352777777779,D,ESPN RADIO 1320 AM 105.7 FM,,"TCB HOLDINGS, INC.",Sports,
105.9,W290BA,BOWLING GREEN,OH,NDIR,0.055,41.349222222222224,83.60411111111111,D,K-LOVE,51.7,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Toledo
106.1,W291BV,SOLON,OH,DRL,0.2,41.37916666666667,81.71972222222223,D,REAL 106.1,,iHeartMedia,Urban Contemporary,Cleveland
106.3,W292CO,MIDDLETOWN,OH,DRL,0.25,39.27333333333333,84.52694444444444,D,THE LUNATIC FRINGE OF AMERICAN FM,203.1,EDUCATIONAL MEDIA FOUNDATION,Rock,Cincinnati
106.3,W292EA,NEWARK,OH,NDIR,0.013,40.033944444444444,82.40208333333334,D,CENTRAL OHIO'S NPR STATION,98.5,BD. OF EDUC. CITY SCHOOL DISTRICT,Variety,"Columbus, OH"
106.7,W294CK,MANSFIELD,OH,NDIR,0.25,40.76394444444445,82.61766666666666,D,ESPN RADIO 106.7,,GSM MEDIA CORPORATION,Sports,
106.7,W294CN,NEW BOSTON,OH,NDIR,0.106,38.72263888888889,83.00141666666667,D,MUSIC OF YOUR LIFE,,"MAILLET MEDIA, INC",Adult Standards,Huntington-Ashland
106.7,W294CQ,WILMINGTON,OH,NDIR,0.25,39.43672222222222,83.85519444444444,D,REAL ROOTS RADIO,,"TOWN AND COUNTRY BROADCASTING, INC.",Country,
106.9,W295CI,URBANA,OH,DRL,0.25,40.10366666666667,83.71575,D,THE BULL 1390 AM AND 106.9 FM,,"V-TECK COMMUNICATIONS, INC.",Country,
106.9,W295DB,BOWLING GREEN,OH,NDIR,0.25,41.53283333333333,83.56661111111111,D,THE SONLIFE RADIO NETWORK,,"FAMILY WORSHIP CENTER CHURCH, INC.",Religious Teaching,Toledo
106.9,W295DE,CLEVELAND,OH,DRL,0.146,41.37916666666667,81.71975,D,NEWSRADIO WTAM 1100,,iHeartMedia,News/Talk,Cleveland
